districtNumber,districtType,districtName,year,totalStudents,totalTeachers,studentTeacherRatio
4215,07,SEJONG ACADEMY OF MINNESOTA,2003,NA,NA,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2003,NA,NA,NA
4218,07,VENTURE ACADEMY,2003,NA,NA,NA
4219,07,NORTHEAST COLLEGE PREP,2003,NA,NA,NA
4220,07,AGAMIM CLASSICAL ACADEMY,2003,NA,NA,NA
4221,07,DISCOVERY CHARTER SCHOOL,2003,NA,NA,NA
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEM,2003,NA,NA,NA
4224,07,STAR OF THE NORTH ACADEMY CHARTER S,2003,NA,NA,NA
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2003,NA,NA,NA
4226,07,BDOTE LEARNING CENTER,2003,NA,NA,NA
4227,07,ART AND SCIENCE ACADEMY,2003,NA,NA,NA
4228,07,WOODBURY LEADERSHIP ACADEMY,2003,NA,NA,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE,2003,NA,NA,NA
4230,07,MINNESOTA EXCELLENCE IN LEARNING AC,2003,NA,NA,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2003,NA,NA,NA
4232,07,SUCCESS ACADEMY,2003,NA,NA,NA
4233,07,LEVEL UP ACADEMY,2003,NA,NA,NA
4237,07,CAREER PATHWAYS,2003,NA,NA,NA
4238,07,ROCHESTER BEACON ACADEMY,2003,NA,NA,NA
4239,07,TESFA INTERNATIONAL SCHOOL,2003,NA,NA,NA
4240,07,NEW CENTURY SCHOOL,2003,NA,NA,NA
4243,07,NORTH METRO FLEX ACADEMY,2003,NA,NA,NA
4244,07,FIT ACADEMY,2003,NA,NA,NA
4246,07,BIG PICTURE TWIN CITIES,2003,NA,NA,NA
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2003,NA,NA,NA
4254,07,MARINE AREA COMMUNITY SCHOOL,2003,NA,NA,NA
6004,61,FRESHWATER ED. DIST.,2003,147,11,13.363636363636363
6012,61,ZUMBRO EDUCATION DISTRICT,2003,81,11.219999999999999,7.219251336898396
6013,61,HIAWATHA VALLEY ED. DISTRICT,2003,70,11.53,6.071118820468344
6014,61,RUNESTONE AREA ED. DISTRICT,2003,133,8.41,15.81450653983353
6018,61,MN RIVER VALLEY EDUCATION DISTRICT,2003,108,7.92,13.636363636363637
6026,61,WEST CENTRAL EDUCATION DISTRICT,2003,45,3,15
6027,61,MN VALLEY EDUCATION DISTRICT,2003,79,9,8.777777777777779
6049,61,RIVER BEND EDUCATION DISTRICT,2003,129,13.8,9.347826086956522
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2003,34,8.07,4.2131350681536555
6074,50,CENTRAL MINNESOTA JT. POWERS DIST.,2003,15,NA,NA
6076,50,NORTHLAND LEARNING CENTER,2003,89,7.23,12.30982019363762
6079,52,RUM RIVER SPECIAL EDUCATION COOP,2003,NA,NA,NA
6083,52,SOUTHERN MN EDUCATION CONSORTIUM,2003,NA,NA,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECI,2003,NA,NA,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COO,2003,NA,NA,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUC,2003,NA,NA,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2003,NA,NA,NA
6383,61,BENTON-STEARNS ED. DISTRICT,2003,70,14.229999999999999,4.919184820801125
6979,61,MID STATE EDUCATION DISTRICT,2003,NA,5.1,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2002,1363,93.03,14.651187788885306
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2002,48156,3263.42,14.756298606982858
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2002,358,27.2,13.161764705882353
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2002,540,42.44,12.723845428840717
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,2002,3478,205.3,16.94106186069167
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,2002,41419,2239.34,18.49607473630623
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2002,7074,398.41999999999996,17.755132774459117
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST,2002,3160,191.20999999999998,16.526332304795776
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2002,2539,143.49,17.694612865008015
0015,01,ST. FRANCIS PUBLIC SCHOOL DISTRICT,2002,6008,293.52,20.46879258653584
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2002,4259,244.26999999999998,17.43562451385762
0022,01,DETROIT LAKES PUBLIC SCHOOL DIST.,2002,2879,210.38000000000002,13.684760908831636
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,2002,1241,81.44000000000001,15.23821218074656
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2002,49,8,6.125
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2002,5372,360.06,14.919735599622285
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2002,857,56.879999999999995,15.066807313642759
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2002,278,26.310000000000002,10.56632459141011
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2002,1432,142.23,10.068199395345568
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2002,3495,215.26999999999998,16.23542527988108
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2002,1692,101.72,16.63389697208022
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2002,670,42.39,15.805614531729182
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2002,7083,420.61,16.839827869047337
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2002,175,16.4,10.670731707317074
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2002,680,43.61,15.592753955514791
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2002,714,45.309999999999995,15.758110792319577
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2002,2498,150.26,16.62451750299481
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2002,671,41.309999999999995,16.243040426046964
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2002,715,51.01,14.016859439325623
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2002,2385,140.79,16.940123588323036
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2002,311,26.67,11.661042369703786
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2002,809,50.03,16.170297821307216
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2002,1088,57.39,18.958006621362607
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2002,407,24.630000000000003,16.52456354039789
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2002,1054,71.76,14.687848383500556
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2002,2247,129.13,17.40106869046697
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,2002,1384,81.9,16.8986568986569
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,2002,7489,414.44,18.070166972299972
0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,2002,1030,73.25,14.061433447098976
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2002,1190,98.74000000000001,12.0518533522382
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2002,716,49.52,14.458804523424877
0118,01,NORTHLAND COMMUNITY SCHOOLS,2002,581,49.77,11.673699015471167
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2002,1554,103.81,14.969656102494943
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2002,3855,194.67,19.80274310371398
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2002,970,52.71,18.402580155568202
0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,2002,755,41.47,18.20593199903545
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2002,912,57.57,15.841584158415841
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2002,5574,350.07,15.922529779758335
0160,70,MINNESOTA STATE ACADEMIES,2002,195,39.37,4.953009906019813
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2002,1111,78.84,14.091831557584982
0166,01,COOK COUNTY PUBLIC SCHOOLS,2002,716,42.87,16.701656169815724
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2002,501,36.82,13.60673546985334
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2002,1085,75.38,14.393738392146458
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2002,7322,446.46999999999997,16.399758102448093
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,2002,1502,88.94000000000001,16.887789521025407
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2002,1330,83.89,15.85409464775301
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2002,11593,698.3399999999999,16.600796173783547
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2002,5018,277.94,18.054256314312443
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2002,9945,579.7700000000001,17.15335391620815
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2002,443,30.37,14.586763253210405
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2002,28364,1684.08,16.842430288347348
0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,2002,4760,300.62,15.833943184086221
0199,01,INVER GROVE HEIGHTS SCHOOLS,2002,4037,200.22,20.162820897013287
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2002,5180,267.75,19.34640522875817
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2002,962,60.730000000000004,15.840605960810143
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2002,1815,108.61,16.71116840069975
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2002,4174,258.65000000000003,16.1376377343901
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2002,677,41.21,16.428051443824312
0227,01,CHATFIELD PUBLIC SCHOOLS,2002,941,60.18,15.636424061149883
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2002,360,29.01,12.409513960703205
0238,01,MABEL-CANTON PUBLIC SCHOOL DIST.,2002,388,31.24,12.419974391805379
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2002,696,45.24,15.384615384615383
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2002,3857,233.07,16.548676363324322
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2002,412,30.38,13.561553653719553
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2002,1476,91.16,16.19131197893813
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2002,583,34.78,16.762507188039102
0255,01,PINE ISLAND PUBLIC SCHOOL DIST.,2002,1244,83.56,14.88750598372427
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2002,3263,194.64,16.764282778462803
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2002,325,22.77,14.273166447079491
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2002,155,17.24,8.990719257540604
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2002,8255,542.54,15.215467983927454
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2002,10734,628.48,17.079302443991853
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2002,10477,592.8299999999999,17.672857311539566
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2002,7019,411.63,17.051721205937373
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2002,7677,448.18,17.129278414922574
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2002,2242,134.83,16.62834680709041
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2002,2538,146.46,17.328963539532978
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2002,22041,1288.37,17.10766317129396
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2002,4253,253.73,16.761912268947306
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2002,13755,777.4399999999999,17.6926836797695
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2002,1499,90.74000000000001,16.51972669164646
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DIST.,2002,4258,271.84000000000003,15.663625662154207
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2002,9441,485.76,19.43552371541502
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2002,1724,110.85,15.55254848894903
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2002,2188,289.19,7.565960095438985
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2002,NA,NA,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2002,497,34.260000000000005,14.5067133683596
0297,01,SPRING GROVE SCHOOL DISTRICT,2002,397,33.42,11.879114302812686
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2002,959,66.79,14.35843689175026
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2002,1737,99.82,17.401322380284512
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2002,359,26.37,13.613955252180508
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2002,543,38.15,14.233289646133683
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2002,1873,115.7,16.188418323249785
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2002,948,57.83,16.39287567006744
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2002,1374,92,14.934782608695652
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2002,1083,76.61999999999999,14.134690681284262
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2002,4281,249.12,17.184489402697494
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2002,645,42.93,15.024458420684836
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2002,342,29.150000000000002,11.732418524871354
0332,01,MORA PUBLIC SCHOOL DISTRICT,2002,1996,116.29,17.163986585260986
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2002,731,49.8,14.678714859437752
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2002,1738,104.82,16.580805189849265
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2002,4465,304.13,14.681221845921153
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2002,226,18.479999999999997,12.22943722943723
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2002,1508,87.45,17.244139508290452
0362,01,LITTLEFORK-BIG FALLS SCHOOL DIST.,2002,344,22.79,15.09433962264151
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2002,362,44.839999999999996,8.073148974130241
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2002,633,44.83,14.120008922596476
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DIST.,2002,1926,111.25,17.312359550561798
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2002,738,48.8,15.122950819672132
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2002,437,27.419999999999998,15.937272064186725
0397,52,LAKE AGASSIZ SPECIAL ED. COOP.,2002,22,4,5.5
0398,52,MIDWEST SPECIAL EDUCATION COOP.,2002,3,5.02,0.5976095617529881
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2002,220,19.439999999999998,11.31687242798354
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2002,217,18.93,11.463285789751717
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2002,216,16.25,13.292307692307693
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2002,2375,167.54,14.175719231228364
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2002,502,38.83,12.928148338913212
0415,01,LYND PUBLIC SCHOOL DISTRICT,2002,96,12.219999999999999,7.855973813420623
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2002,3172,188.26,16.849038563688516
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DIST.,2002,514,32.89,15.627850410459105
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2002,763,66.13,11.537879933464389
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,2002,618,52.7,11.726755218216319
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2002,380,29.08,13.067400275103164
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2002,210,18.71,11.22394441475147
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2002,413,34.339999999999996,12.026790914385558
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2002,837,57.43,14.57426432178304
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2002,2012,125.38,16.047216461955657
0466,01,DASSEL-COKATO PUBLIC SCHOOL DIST.,2002,2294,128.08,17.910680824484697
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2002,590,35.98,16.397998888271264
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2002,3254,179.97,18.080791242984944
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2002,862,55.28,15.593342981186685
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2002,3277,199.20999999999998,16.449977410772554
0484,01,PIERZ PUBLIC SCHOOL DISTRICT,2002,1006,71.31,14.107418314401906
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2002,737,48.99,15.0438865074505
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2002,413,28.64,14.420391061452513
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2002,415,30.4,13.651315789473685
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2002,4151,256.19,16.20281822085171
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2002,340,26.22,12.967200610221205
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2002,256,21.979999999999997,11.64695177434031
0499,01,LEROY-OSTRANDER PUBLIC SCHOOLS,2002,387,30.66,12.622309197651663
0500,01,SOUTHLAND PUBLIC SCHOOL DISTRICT,2002,716,45.41,15.767452103061
0505,01,FULDA PUBLIC SCHOOL DISTRICT,2002,579,41.59,13.92161577302236
0507,01,NICOLLET PUBLIC SCHOOL DISTRICT,2002,338,22.79,14.83106625713032
0508,01,ST. PETER PUBLIC SCHOOL DISTRICT,2002,1935,133.64,14.479197844956602
0511,01,ADRIAN PUBLIC SCHOOL DISTRICT,2002,671,49.78,13.479308959421454
0514,01,ELLSWORTH PUBLIC SCHOOL DISTRICT,2002,209,16.259999999999998,12.853628536285365
0518,01,WORTHINGTON PUBLIC SCHOOL DISTRICT,2002,2369,161.25,14.691472868217055
0531,01,BYRON PUBLIC SCHOOL DISTRICT,2002,1483,90.23,16.43577524105065
0533,01,DOVER-EYOTA PUBLIC SCHOOL DISTRICT,2002,1122,67.01,16.74376958662886
0534,01,STEWARTVILLE PUBLIC SCHOOL DISTRICT,2002,1824,105.73,17.25148964343138
0535,01,ROCHESTER PUBLIC SCHOOL DISTRICT,2002,16030,870.02,18.42486379623457
0542,01,BATTLE LAKE PUBLIC SCHOOL DISTRICT,2002,518,34.18,15.155061439438269
0544,01,FERGUS FALLS PUBLIC SCHOOL DISTRICT,2002,2977,172.1,17.298082510168506
0545,01,HENNING PUBLIC SCHOOL DISTRICT,2002,364,31.05,11.723027375201289
0547,01,PARKERS PRAIRIE PUBLIC SCHOOL DIST.,2002,605,41.89,14.44258772976844
0548,01,PELICAN RAPIDS PUBLIC SCHOOL DIST.,2002,1260,84.16,14.97148288973384
0549,01,PERHAM-DENT PUBLIC SCHOOL DISTRICT,2002,1695,108.07,15.684278708244657
0550,01,UNDERWOOD PUBLIC SCHOOL DISTRICT,2002,469,33.48,14.00836320191159
0553,01,NEW YORK MILLS PUBLIC SCHOOL DIST.,2002,730,46.839999999999996,15.584970111016228
0561,01,GOODRIDGE PUBLIC SCHOOL DISTRICT,2002,183,17.16,10.664335664335665
0564,01,THIEF RIVER FALLS SCHOOL DISTRICT,2002,2188,144.8,15.11049723756906
0577,01,WILLOW RIVER PUBLIC SCHOOL DISTRICT,2002,470,36.92,12.730227518959913
0578,01,PINE CITY PUBLIC SCHOOL DISTRICT,2002,1770,106.83,16.568379668632407
0581,01,EDGERTON PUBLIC SCHOOL DISTRICT,2002,301,25.05,12.015968063872256
0592,01,CLIMAX-SHELLY PUBLIC SCHOOLS,2002,168,18.6,9.032258064516128
0593,01,CROOKSTON PUBLIC SCHOOL DISTRICT,2002,1632,88.88,18.36183618361836
0595,01,EAST GRAND FORKS PUBLIC SCHOOL DIST,2002,1861,111.6,16.67562724014337
0599,01,FERTILE-BELTRAMI SCHOOL DISTRICT,2002,579,41.6,13.91826923076923
0600,01,FISHER PUBLIC SCHOOL DISTRICT,2002,285,20.71,13.761467889908257
0601,01,FOSSTON PUBLIC SCHOOL DISTRICT,2002,662,50.27,13.16888800477422
0621,01,MOUNDS VIEW PUBLIC SCHOOL DISTRICT,2002,11515,640.21,17.986285749988284
0622,01,NORTH ST PAUL-MAPLEWOOD OAKDALE DIS,2002,11534,557.53,20.687675999497785
0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,2002,6574,359.04,18.3099376114082
0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,2002,9305,483.78,19.233949315804704
0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,2002,44201,2990.2,14.78195438432212
0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,2002,391,30.32,12.895778364116095
0635,01,MILROY PUBLIC SCHOOL DISTRICT,2002,99,10.32,9.593023255813954
0640,01,WABASSO PUBLIC SCHOOL DISTRICT,2002,437,37.7,11.591511936339522
0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,2002,4079,234.99,17.358185454700198
0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,2002,3937,234.53,16.7867650194005
0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,2002,305,23.8,12.815126050420167
0676,01,BADGER PUBLIC SCHOOL DISTRICT,2002,243,20.06,12.113659022931207
0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,2002,1509,83.67999999999999,18.032982791587
0690,01,WARROAD PUBLIC SCHOOL DISTRICT,2002,1373,89.25,15.38375350140056
0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,2002,883,53.44,16.523203592814372
0696,01,ELY PUBLIC SCHOOL DISTRICT,2002,765,42.51,17.99576570218772
0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,2002,446,34.1,13.079178885630498
0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,2002,1963,102.42,19.166178480765474
0701,01,HIBBING PUBLIC SCHOOL DISTRICT,2002,2805,160.28,17.50062390816072
0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,2002,1946,103.7,18.76567020250723
0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,2002,1803,102.05,17.66780989710926
0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,2002,59,8.39,7.03218116805721
0709,01,DULUTH PUBLIC SCHOOL DISTRICT,2002,12135,803.12,15.109821695387987
0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2002,557,38.56,14.445020746887966
0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,2002,1240,79.29,15.638794299407238
0717,01,JORDAN PUBLIC SCHOOL DISTRICT,2002,1368,73.36999999999999,18.645222843123896
0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,2002,5015,284.78,17.610084977877662
0720,01,SHAKOPEE PUBLIC SCHOOL DISTRICT,2002,4300,257.84000000000003,16.677008997828107
0721,01,NEW PRAGUE AREA SCHOOLS,2002,2666,147.44,18.08193163320673
0726,01,BECKER PUBLIC SCHOOL DISTRICT,2002,2196,133.55,16.44327967053538
0727,01,BIG LAKE PUBLIC SCHOOL DISTRICT,2002,2796,173.69,16.097645230007483
0728,01,ELK RIVER PUBLIC SCHOOL DISTRICT,2002,9675,504.14000000000004,19.191097710953304
0738,01,HOLDINGFORD PUBLIC SCHOOL DISTRICT,2002,1075,69.26,15.521224371931849
0739,01,KIMBALL PUBLIC SCHOOL DISTRICT,2002,871,60.48,14.401455026455027
0740,01,MELROSE PUBLIC SCHOOL DISTRICT,2002,1586,102.13,15.529227455204152
0741,01,PAYNESVILLE PUBLIC SCHOOL DISTRICT,2002,1213,76.06,15.947935840126215
0742,01,ST. CLOUD PUBLIC SCHOOL DISTRICT,2002,10486,681.6800000000001,15.382584203731955
0743,01,SAUK CENTRE PUBLIC SCHOOL DISTRICT,2002,1225,81.93,14.951788111802758
0745,01,ALBANY PUBLIC SCHOOL DISTRICT,2002,1640,109.66,14.955316432609886
0748,01,SARTELL-ST. STEPHEN SCHOOL DISTRICT,2002,2712,162.8,16.65847665847666
0750,01,ROCORI PUBLIC SCHOOL DISTRICT,2002,2333,127.38,18.31527712356728
0756,01,BLOOMING PRAIRIE PUBLIC SCHOOL DIST,2002,788,51.760000000000005,15.224111282843893
0761,01,OWATONNA PUBLIC SCHOOL DISTRICT,2002,5102,303.97999999999996,16.783998947299168
0763,01,MEDFORD PUBLIC SCHOOL DISTRICT,2002,555,36.47,15.217987386893338
0768,01,HANCOCK PUBLIC SCHOOL DISTRICT,2002,231,18.919999999999998,12.209302325581396
0771,01,CHOKIO-ALBERTA PUBLIC SCHOOL DIST.,2002,220,20.38,10.794896957801766
0775,01,KERKHOVEN-MURDOCK-SUNBURG,2002,657,42.48,15.466101694915256
0777,01,BENSON PUBLIC SCHOOL DISTRICT,2002,1155,75.43,15.312209996022801
0786,01,BERTHA-HEWITT PUBLIC SCHOOL DIST.,2002,494,37.449999999999996,13.190921228304408
0787,01,BROWERVILLE PUBLIC SCHOOL DISTRICT,2002,525,35.55,14.767932489451479
0801,01,BROWNS VALLEY PUBLIC SCHOOL DIST.,2002,164,14.31,11.46051712089448
0803,01,WHEATON AREA PUBLIC SCHOOL DISTRICT,2002,514,36.58,14.051394204483325
0811,01,WABASHA-KELLOGG PUBLIC SCHOOL DIST.,2002,727,49.83,14.589604655829822
0813,01,LAKE CITY PUBLIC SCHOOL DISTRICT,2002,1500,98.58,15.216068167985393
0818,01,VERNDALE PUBLIC SCHOOL DISTRICT,2002,462,35.17,13.136195621268126
0820,01,SEBEKA PUBLIC SCHOOL DISTRICT,2002,596,43.96,13.557779799818016
0821,01,MENAHGA PUBLIC SCHOOL DISTRICT,2002,723,54.05,13.376503237742831
0829,01,WASECA PUBLIC SCHOOL DISTRICT,2002,2223,146.42000000000002,15.182352137686106
0831,01,FOREST LAKE PUBLIC SCHOOL DISTRICT,2002,7661,395.8,19.355735219807983
0832,01,MAHTOMEDI PUBLIC SCHOOL DISTRICT,2002,3056,168.34,18.153736485683734
0833,01,SOUTH WASHINGTON COUNTY SCHOOL DIST,2002,15139,915.69,16.532887767694305
0834,01,STILLWATER AREA PUBLIC SCHOOL DIST.,2002,9039,464.71999999999997,19.45042175933896
0836,01,BUTTERFIELD PUBLIC SCHOOL DISTRICT,2002,206,20.95,9.83293556085919
0837,01,MADELIA PUBLIC SCHOOL DISTRICT,2002,602,49.44,12.176375404530745
0840,01,ST. JAMES PUBLIC SCHOOL DISTRICT,2002,1340,81.31,16.480137744434877
0846,01,BRECKENRIDGE PUBLIC SCHOOL DISTRICT,2002,939,65.11,14.421747811396099
0850,01,ROTHSAY PUBLIC SCHOOL DISTRICT,2002,259,19.37,13.371192565823437
0852,01,CAMPBELL-TINTAH PUBLIC SCHOOL DIST.,2002,155,19.979999999999997,7.7577577577577586
0857,01,LEWISTON-ALTURA PUBLIC SCHOOL DIST.,2002,822,53.57,15.344409184244913
